Date,High,Low,Open,Close,Volume,Adj Close
2006-10-02,2.7096428871154785,2.653571367263794,2.682142972946167,2.6735713481903076,712639200,2.2876288890838623
2006-10-03,2.676785707473755,2.6139285564422607,2.658928632736206,2.645714282989502,790708800,2.2637932300567627
2006-10-04,2.694999933242798,2.6128571033477783,2.6464285850524902,2.692142963409424,829082800,2.3035192489624023
2006-10-05,2.7200000286102295,2.6475000381469727,2.66178560256958,2.672499895095825,683883200,2.286712646484375
2006-10-06,2.680000066757202,2.6360714435577393,2.6578571796417236,2.65071439743042,466958800,2.268071174621582
2006-10-09,2.6814286708831787,2.6260714530944824,2.635714292526245,2.6653571128845215,438222400,2.2806003093719482
2006-10-10,2.663571357727051,2.609999895095825,2.662142753601074,2.6360714435577393,531588400,2.2555429935455322
2006-10-11,2.6421427726745605,2.5928571224212646,2.622142791748047,2.6153571605682373,571855200,2.2378182411193848
2006-10-12,2.692500114440918,2.6285715103149414,2.6289286613464355,2.687857151031494,592855200,2.2998528480529785
2006-10-13,2.7457141876220703,2.669285774230957,2.7010715007781982,2.679285764694214,684196800,2.292518377304077
2006-10-16,2.7100000381469727,2.6710715293884277,2.685357093811035,2.692857027053833,508692800,2.3041303157806396
2006-10-17,2.6882143020629883,2.6442856788635254,2.680000066757202,2.6532142162323,480925200,2.2702105045318604
2006-10-18,2.6917858123779297,2.6396429538726807,2.669642925262451,2.66178560256958,1133907600,2.2775440216064453
2006-10-19,2.8553571701049805,2.791428565979004,2.830714225769043,2.8210713863372803,1512977200,2.4138364791870117
2006-10-20,2.856785774230957,2.809642791748047,2.820357084274292,2.8553571701049805,639413600,2.4431731700897217
2006-10-23,2.924999952316284,2.8482143878936768,2.856785774230957,2.9092857837677,832507200,2.489316463470459
2006-10-24,2.917142868041992,2.864285707473755,2.900357246398926,2.8946428298950195,463212400,2.4767873287200928
2006-10-25,2.9285714626312256,2.893214225769043,2.9053571224212646,2.917142868041992,485214800,2.496039628982544
2006-10-26,2.950000047683716,2.8975000381469727,2.924999952316284,2.935357093811035,432756800,2.511624813079834
2006-10-27,2.9446427822113037,2.8575000762939453,2.919642925262451,2.8717856407165527,594966400,2.4572300910949707
2006-10-30,2.8892858028411865,2.8392856121063232,2.856785774230957,2.872142791748047,499917600,2.4575350284576416
2006-10-31,2.917142868041992,2.8653571605682373,2.908928632736206,2.895714282989502,501474400,2.4777042865753174
2006-11-01,2.906428575515747,2.7985713481903076,2.8964285850524902,2.8271429538726807,611192400,2.4190316200256348
2006-11-02,2.832857131958008,2.8035714626312256,2.8185713291168213,2.820714235305786,465483200,2.4135313034057617
2006-11-03,2.8403570652008057,2.7782142162323,2.8342857360839844,2.7960715293884277,431888800,2.3924460411071777
2006-11-06,2.859285831451416,2.8010714054107666,2.8196427822113037,2.8467857837677,434576800,2.4358386993408203
2006-11-07,2.892857074737549,2.861785650253296,2.8732142448425293,2.875357151031494,525932400,2.4602861404418945
2006-11-08,2.953214168548584,2.8532142639160156,2.8578572273254395,2.9446427822113037,690916800,2.5195701122283936
2006-11-09,3.0246429443359375,2.932857036590576,2.960714340209961,2.976428508758545,923053600,2.546767473220825
2006-11-10,2.9857141971588135,2.9464285373687744,2.983928680419922,2.968571424484253,373864400,2.5400443077087402
2006-11-13,3.016071319580078,2.9514286518096924,2.9721429347991943,3.012500047683716,450674000,2.577631950378418
2006-11-14,3.0357143878936768,2.9964284896850586,3.028571367263794,3.0357143878936768,588954800,2.5974953174591064
2006-11-15,3.067857027053833,3.0,3.0374999046325684,3.0017857551574707,655323200,2.568464517593384
2006-11-16,3.0821428298950195,3.0221428871154785,3.031071424484253,3.057499885559082,693940800,2.616135358810425
2006-11-17,3.0692856311798096,3.0357143878936768,3.0407142639160156,3.0660715103149414,466424000,2.6234700679779053
2006-11-20,3.107142925262451,3.0428571701049805,3.049999952316284,3.08821439743042,570794000,2.642416477203369
2006-11-21,3.164285659790039,3.1110713481903076,3.122142791748047,3.164285659790039,622666800,2.7075064182281494
2006-11-22,3.2410714626312256,3.137500047683716,3.1782143115997314,3.2253570556640625,671941200,2.7597625255584717
2006-11-24,3.3242857456207275,3.1964285373687744,3.197499990463257,3.2725000381469727,518677600,2.8000993728637695
2006-11-27,3.3271429538726807,3.1964285373687744,3.3039286136627197,3.197857141494751,1074836000,2.736231803894043
2006-11-28,3.2846429347991943,3.211071491241455,3.227142810821533,3.278928518295288,1036173600,2.8055994510650635
2006-11-29,3.3267858028411865,3.2232143878936768,3.3214285373687744,3.278571367263794,1157083200,2.8052947521209717
2006-11-30,3.309999942779541,3.252142906188965,3.2932143211364746,3.273571491241455,870486400,2.8010165691375732
2006-12-01,3.297499895095825,3.2178571224212646,3.278571367263794,3.2614285945892334,795079600,2.790625810623169
2006-12-04,3.2874999046325684,3.232142925262451,3.281428575515747,3.2542858123779297,709536800,2.7845139503479004
2006-12-05,3.297499895095825,3.245357036590576,3.273214340209961,3.2596428394317627,662838400,2.7890987396240234
2006-12-06,3.2639286518096924,3.202500104904175,3.23714280128479,3.208214282989502,638184400,2.745093584060669
2006-12-07,3.232142925262451,3.1035714149475098,3.2153570652008057,3.1085715293884277,1004827600,2.659834623336792
2006-12-08,3.192500114440918,3.107142925262451,3.1153571605682373,3.1521427631378174,784277200,2.6971163749694824
2006-12-11,3.1892857551574707,3.1446428298950195,3.174999952316284,3.169642925262451,499780400,2.712090492248535
2006-12-12,3.1728570461273193,3.054642915725708,3.164642810821533,3.0764286518096924,1026620000,2.6323318481445312
